Guests;Price avg;Ranking position avg;Number of views;Price difference;Hotel name;Location;Distance;Type;Quality;Rating;Special;Review;Description;Bedrooms;Living Rooms;Bathrooms;Kitchens;Surface Area (m2);Total Beds;Individual Beds;Double Beds;Double Large Beds;Double Extralarge Beds;Sofa Beds;Bunk Beds
4;260.0;266.0;49;56.0;Piso Centro ciudad y parking;Centro de Granada, Granada;500;apartamento;3;9.1;;34;Apartamento de 2 dormitorios;2;0;0;0;0;3;2;1;0;0;0;0
6;368.0;254.0;80;40.0;Piso Estadio de los Carmenes;Zaidín, Granada;2300;apartamento;4;9.3;;112;Apartamento de 3 dormitorios;3;1;1;1;99;5;2;2;0;0;1;0
4;312.0;286.0;16;25.0;Piso Garaje Gratis Granada;Barrio de Ronda, Granada;1200;apartamento;4;0.0;;0;Apartamento Superior de 2 dormitorios;2;0;1;1;90;2;0;2;0;0;0;0
4;284.0;203.0;11;-70.0;Piso Granada 3 dormitorios y parking privado;Zaidín, Granada;2200;apartamento;3;9.3;;87;Apartamento de 1 dormitorio;1;0;1;1;90;3;2;1;0;0;0;0
8;412.0;85.0;245;47.0;Piso Moderno Albaicín-Triunfo;Beiro, Granada;1300;apartamento;4;10.0;preferente;11;Apartamento;4;1;2;1;135;6;3;2;0;0;1;0
4;330.0;288.0;3;-5.0;Piso Pajaritos;Beiro, Granada;1800;apartamento;3;8.2;;16;Apartamento de 2 dormitorios;2;0;0;0;0;3;1;2;0;0;0;0
6;395.0;227.0;97;-1.0;Piso Picasso;Zaidín, Granada;1500;apartamento;3;8.8;;35;Apartamento de 3 dormitorios;3;0;0;0;0;3;0;2;0;0;0;1
6;323.0;60.0;147;13.0;Piso Taracea;Centro de Granada, Granada;1100;apartamento;4;9.4;;32;Apartamento;0;0;0;0;0;5;2;2;0;0;1;0
6;455.0;140.0;43;84.0;Piso Turístico Moral de la Magdalena;Centro de Granada, Granada;500;apartamento;4;10.0;;3;Apartamento de 3 dormitorios;3;1;2;1;72;3;0;3;0;0;0;0
6;411.0;282.0;141;25.0;Piso a 5 min de la Alhambra;Genil, Granada;4200;;0;9.5;;2;Apartamento de 2 dormitorios;2;0;0;0;0;5;4;1;0;0;0;0
6;282.0;126.0;161;-79.0;Piso céntrico helicóptero;Zaidín, Granada;1500;;0;9.8;;6;Apartamento de 2 dormitorios;2;0;0;0;0;4;2;1;0;0;1;0
4;292.0;229.0;40;-9.0;Piso céntrico y elegante;Barrio de Ronda, Granada;800;apartamento;3;9.0;;1;Apartamento de 2 dormitorios;2;0;2;0;50;2;0;2;0;0;0;0
4;391.0;276.0;8;-13.0;Piso en Fuente de las Batallas;Barrio de Ronda, Granada;450;apartamento;3;7.0;;4;Apartamento de 2 dormitorios;2;0;0;0;0;3;0;0;2;0;1;0
8;242.0;39.0;208;-157.0;Piso en Palacio Quinta Alegre;Genil, Granada;1600;apartamento;4;8.9;;54;Apartamento de 3 dormitorios;3;0;0;0;0;4;0;2;0;0;1;1
8;825.0;165.0;307;372.0;Piso en calle Recogidas (Centro);Barrio de Ronda, Granada;800;apartamento;4;9.4;preferente;36;Apartamento con balcón;4;1;2;1;150;8;4;2;0;0;2;0
4;409.0;266.0;108;213.0;Piso en el Albaicín alto, junto al Mirador de San Miguel Alto. Granada.;Albaicín, Granada;1400;apartamento;3;8.7;preferente;60;Apartamento de 2 dormitorios;2;1;2;1;80;2;0;2;0;0;0;0
8;486.0;150.0;58;-171.0;Piso en el Realejo;Centro de Granada, Granada;700;;0;0.0;;0;Apartamento;0;0;0;0;0;1;0;1;0;0;0;0
8;379.0;203.0;120;-146.0;Piso en el Realejo;Centro de Granada, Granada;700;apartamento;4;8.0;;1;Apartamento;4;1;2;1;110;6;4;2;0;0;0;0
4;187.0;135.0;54;-27.0;Piso junto a Mercado de San Agustín y Catedral en Granada;Centro de Granada, Granada;250;apartamento;3;8.0;;31;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
6;301.0;151.0;146;-64.0;Piso junto a Parque de las Ciencias en Granada;Zaidín, Granada;1600;apartamento;3;8.8;;15;Apartamento de 3 dormitorios;3;1;1;1;80;4;2;2;0;0;0;0
4;200.0;196.0;56;-21.0;Piso moderno cerca de Catedral;Centro de Granada, Granada;400;apartamento;3;9.0;;7;Apartamento de 1 dormitorio;1;1;1;0;70;2;0;1;0;0;1;0
4;328.0;283.0;12;20.0;Piso moderno y tranquilo en el centro con terraza - Pechá;Centro de Granada, Granada;600;apartamento;3;7.5;;2;Apartamento con terraza;1;1;1;1;60;2;0;1;0;0;1;0
8;230.0;70.0;139;-140.0;Piso nuevo con encanto centro Granada;Beiro, Granada;1500;apartamento;3;8.4;;125;Apartamento de 3 dormitorios;3;1;2;1;180;5;2;2;0;0;1;0
4;203.0;156.0;81;5.0;Piso para 4 en en centro - Catedral;Centro de Granada, Granada;450;apartamento;3;8.9;;77;Apartamento de 2 dormitorios;2;1;1;1;80;2;0;2;0;0;0;0
4;187.0;184.0;93;0.0;Piso para cuatro a los pies de la Alhambra;Albaicín, Granada;800;apartamento;3;8.4;;83;Apartamento de 2 dormitorios;2;0;0;0;0;2;0;2;0;0;0;0
4;176.0;192.0;19;-7.0;Placeta San Nicolas;Albaicín, Granada;900;apartamento;3;8.3;;100;Apartamento de 1 dormitorio;1;1;1;1;46;2;0;1;0;0;1;0
4;161.0;174.0;62;-27.0;Plaza;Centro de Granada, Granada;400;apartamento;3;9.7;;7;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
4;270.0;279.0;1;-15.0;Plaza Ayuntamiento Granada Habitame inmobiliaria;Centro de Granada, Granada;200;apartamento;4;7.7;;27;Apartamento de 1 dormitorio;1;1;1;1;60;1;0;1;0;0;0;0
4;395.0;206.0;106;195.0;"Plaza Nueva's House ""El Consul""";Centro de Granada, Granada;150;apartamento;3;7.8;plus;62;Apartamento de 2 dormitorios;2;1;2;1;89;3;0;1;1;0;1;0
8;752.0;157.0;418;298.0;Plaza Trinidad-Cathedral;Centro de Granada, Granada;400;apartamento;3;8.8;preferente;16;Apartamento con terraza;4;1;2;1;144;5;2;2;1;0;0;0
2;108.0;311.0;9;-206.0;Plaza de la caleta;Beiro, Granada;1700;;0;9.7;;3;Habitación Doble;0;0;0;0;0;2;0;2;0;0;0;0
2;108.0;221.0;6;-221.0;Plaza de la caleta 2;Beiro, Granada;1700;;0;0.0;;0;Habitación Doble con baño compartido;0;0;0;0;0;2;2;0;0;0;0;0
4;129.0;97.0;18;-29.0;Plaza del Campo del Príncipe;Centro de Granada, Granada;600;apartamento;3;8.3;;258;Apartamento de 2 dormitorios;2;0;1;1;45;2;0;1;0;0;1;0
8;537.0;213.0;330;-89.0;Porcel Alixares;Centro de Granada, Granada;1300;hotel;4;8.5;preferente;502;Habitación Doble - 1 o 2 camas;0;0;0;0;0;2;2;0;0;0;0;0
8;597.0;240.0;290;-27.0;Porcel Navas;Centro de Granada, Granada;250;hotel;3;8.8;preferente;387;1×;0;0;0;0;0;2;2;0;0;0;0;0
8;475.0;223.0;251;-91.0;Porcel Sabica;Barrio de Ronda, Granada;900;hotel;4;8.3;preferente;298;4×;0;0;0;0;0;2;0;0;0;0;0;0
4;231.0;93.0;19;18.0;Postigo Catedral con parking opcional;Centro de Granada, Granada;400;apartamento;4;9.2;;65;Apartamento de 2 dormitorios;2;0;1;1;70;3;2;1;0;0;0;0
6;417.0;63.0;45;46.0;Precios apartamento Centro ciudad;Centro de Granada, Granada;600;apartamento;3;8.8;preferente;71;Apartamento de 3 dormitorios;3;0;0;0;0;3;1;2;0;0;0;0
6;358.0;167.0;168;-8.0;Preciosa casa soleada en mirador albaicin;Albaicín, Granada;900;apartamento;3;8.5;;43;Casa de 2 dormitorios;2;1;1;1;20;4;1;2;0;0;1;0
8;459.0;149.0;336;-88.0;Preciosa vivienda con gran terraza, parking gratis;Beiro, Granada;2900;apartamento;4;8.7;;42;Apartamento de 3 dormitorios;3;1;2;1;100;5;2;2;0;0;1;0
2;117.0;78.0;2;-106.0;Preciosa vivienda céntrica;Centro de Granada, Granada;250;apartamento;4;8.2;;4;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
6;303.0;139.0;89;-57.0;Precioso Apartamento en Centro;Centro de Granada, Granada;500;apartamento;3;8.7;;51;Apartamento de 3 dormitorios;3;0;0;0;0;4;2;2;0;0;0;0
4;242.0;243.0;50;42.0;Precioso Apartamento en Granada;Centro de Granada, Granada;300;;0;7.8;;39;Apartamento de 2 dormitorios;2;1;1;0;0;3;1;1;0;0;1;0
2;223.0;323.0;20;46.0;Precioso Apartamento en el Centro de Granada;Centro de Granada, Granada;600;;0;8.8;;71;Apartamento de 2 dormitorios;2;0;1;0;0;2;1;1;0;0;0;0
6;373.0;114.0;173;23.0;Precioso Apartamento en el Centro de Granada.;Centro de Granada, Granada;200;apartamento;3;7.9;;68;Apartamento de 2 dormitorios;2;1;1;1;60;3;0;1;0;0;1;1
4;282.0;214.0;68;53.0;Precioso Piso en Paseo de la Bomba free parking;Centro de Granada, Granada;1100;apartamento;4;8.8;;47;Apartamento de 2 dormitorios;2;1;2;1;70;4;2;0;1;0;1;0
6;342.0;115.0;128;13.0;Precioso Piso en pleno centro de Granada;Centro de Granada, Granada;200;;0;8.2;;72;Apartamento de 2 dormitorios;2;1;1;0;0;3;0;2;0;0;1;0
4;221.0;167.0;63;-13.0;Precioso apartamento al lado de la Alhambra;Centro de Granada, Granada;300;apartamento;3;8.6;;161;Apartamento de 1 dormitorio;1;1;1;1;40;2;0;1;0;0;1;0
6;329.0;142.0;88;27.0;Precioso apartamento con parking en Granada;Centro de Granada, Granada;700;;0;8.0;;108;Apartamento de 2 dormitorios;2;1;1;0;0;3;0;2;0;0;1;0
4;307.0;307.0;21;23.0;Precioso apartamento con patio;Centro de Granada, Granada;600;apartamento;4;9.2;;80;Apartamento de 2 dormitorios;2;1;1;1;80;3;1;1;0;0;1;0
4;200.0;167.0;60;-29.0;Precioso apartamento en Cuesta Gomérez -Puerta de las Granadas- con balcón a la Alhambra;Centro de Granada, Granada;300;apartamento;3;8.6;;50;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
4;170.0;186.0;60;-36.0;Precioso apartamento en Granada;Centro de Granada, Granada;150;;0;5.9;;40;Apartamento de 1 dormitorio;1;1;1;0;0;2;0;1;0;0;1;0
4;227.0;205.0;38;33.0;Precioso apartamento en el centro de Granada;Centro de Granada, Granada;250;apartamento;4;8.6;;71;Apartamento de 2 dormitorios;2;1;1;1;65;3;0;2;0;0;1;0
4;205.0;320.0;34;30.0;Precioso apartamento en el centro de Granada;Centro de Granada, Granada;150;apartamento;3;8.1;;63;Apartamento de 1 dormitorio;1;1;2;0;70;2;0;1;0;0;1;0
6;483.0;145.0;167;59.0;Precioso apartamento recién reformado en pleno centro de Granada;Centro de Granada, Granada;800;apartamento;4;9.1;destacado;7;Apartamento de 2 dormitorios;2;1;2;1;100;4;2;1;0;0;1;0
8;406.0;99.0;159;19.0;Precioso apartamento terraza con vistas;Centro de Granada, Granada;1100;apartamento;3;8.8;preferente;92;Apartamento;4;0;2;1;120;5;0;3;0;0;0;2
6;292.0;208.0;54;-143.0;Precioso piso en Granada C;Zaidín, Granada;2500;apartamento;3;8.1;;18;Apartamento de 1 dormitorio;1;0;0;0;0;5;2;1;0;0;2;0
2;213.0;371.0;1;32.0;Precioso piso en pleno centro de Granada junto a Iglesia de San Matías;Centro de Granada, Granada;250;apartamento;4;9.2;;32;Apartamento de 1 dormitorio;1;1;1;1;40;2;0;1;0;0;1;0
6;319.0;81.0;91;38.0;Precioso y Céntrico Apartamento Gran Capitán 5;Centro de Granada, Granada;800;apartamento;4;9.3;;84;Apartamento de 3 dormitorios;3;0;2;1;154;3;0;3;0;0;0;0
8;554.0;146.0;424;107.0;Pregonero House;Granada;7700;apartamento;3;9.2;preferente;49;Casa;4;1;4;1;196;8;7;1;0;0;0;0
8;377.0;184.0;263;-76.0;Presidente;Barrio de Ronda, Granada;500;hotel;2;7.7;preferente;244;Habitación Doble - 1 o 2 camas;0;0;0;0;0;2;2;0;0;0;0;0
8;498.0;275.0;154;-50.0;Princesa Ana;Beiro, Granada;1600;hotel;4;7.7;;78;1×;0;0;0;0;0;0;2;0;0;0;0;0
4;231.0;226.0;34;9.0;Principe A;Centro de Granada, Granada;200;apartamento;3;8.4;;82;Apartamento;1;1;1;1;55;3;2;0;0;0;1;0
4;212.0;263.0;40;-2.0;Principe B;Centro de Granada, Granada;200;apartamento;3;8.6;;82;Apartamento;1;1;1;1;50;3;0;1;0;0;2;0
4;423.0;311.0;6;22.0;Private apart for 4 pax ( albayzin);Albaicín, Granada;700;;0;6.6;;17;Apartamento de 1 dormitorio;1;1;1;0;0;2;0;1;1;0;0;0
2;113.0;107.0;33;-57.0;Private penthouse - The lover's nest - Apt privado;Albaicín, Granada;250;;0;9.4;;8;Apartamento de 1 dormitorio;1;0;0;0;0;1;0;1;0;0;0;0
4;219.0;181.0;45;14.0;Príncipe C;Centro de Granada, Granada;200;apartamento;3;8.5;;105;Apartamento;1;0;1;1;55;3;2;1;0;0;0;0
8;408.0;241.0;102;-46.0;Puerta Elvira Suites - Granada Centro & Gran Vía;Centro de Granada, Granada;700;apartamento;3;7.1;;14;1×;1;1;1;1;40;1;0;1;0;0;0;0
4;282.0;198.0;9;82.0;Puerta Real Centro Apartment;Centro de Granada, Granada;300;apartamento;4;8.9;;145;Apartamento de 2 dormitorios;2;1;1;1;60;3;2;1;0;0;0;0
4;309.0;257.0;31;82.0;Puerto Home Boutique;Centro de Granada, Granada;250;apartamento;4;9.9;;10;Apartamento de 2 dormitorios;2;1;1;1;87;3;0;2;0;0;0;1
4;402.0;348.0;3;65.0;Pura Vida Albaicín;Albaicín, Granada;800;apartamento;4;0.0;;0;Apartamento de 1 dormitorio;1;1;1;1;50;2;0;1;0;0;1;0
8;579.0;120.0;289;32.0;Puro Albaycin;Albaicín, Granada;1000;apartamento;4;8.9;;114;Casa de 3 dormitorios;3;1;3;1;150;5;2;2;0;0;1;0
4;318.0;283.0;1;-46.0;QH Avenida de la Constitución;Beiro, Granada;1300;apartamento;3;8.4;;45;Apartamento de 2 dormitorios;2;1;1;1;45;3;2;1;0;0;0;0
4;238.0;228.0;12;-35.0;QH Ayuntamiento 02;Centro de Granada, Granada;250;apartamento;3;7.8;;47;Apartamento de 2 dormitorios;2;0;1;1;70;3;2;1;0;0;0;0
4;324.0;282.0;2;-30.0;QH Ayuntamiento 05;Centro de Granada, Granada;250;apartamento;3;8.8;;5;Apartamento de 1 dormitorio;1;1;1;1;55;2;0;1;0;0;1;0
4;345.0;259.0;6;-84.0;QH Ayuntamiento 3;Centro de Granada, Granada;250;apartamento;4;7.3;;3;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
4;291.0;336.0;8;38.0;QH Caldeleria Vieja;Albaicín, Granada;250;apartamento;3;9.1;;8;Apartamento de 2 dormitorios;2;1;1;1;65;2;0;2;0;0;0;0
8;817.0;289.0;152;113.0;QH Elvira;Albaicín, Granada;300;apartamento;3;8.1;preferente;65;1×;2;0;1;1;40;1;0;0;1;0;0;0
6;405.0;283.0;32;56.0;QH Elvira;Albaicín, Granada;300;apartamento;3;8.1;preferente;65;Apartamento de 2 dormitorios;2;0;1;1;70;3;2;1;0;0;0;0
6;502.0;301.0;40;140.0;QH Eme Suites Granada;Centro de Granada, Granada;150;apartamento;3;7.9;preferente;185;1×;1;1;1;1;30;1;0;1;0;0;0;0
8;551.0;237.0;198;-24.0;QH Eme Suites Granada;Centro de Granada, Granada;150;apartamento;3;7.9;preferente;185;1×;2;1;1;1;55;2;0;2;0;0;0;0
4;195.0;302.0;2;-34.0;QH Gran Via 02;Centro de Granada, Granada;600;apartamento;3;8.1;;30;Apartamento de 1 dormitorio;1;0;1;0;50;2;0;2;0;0;0;0
8;550.0;255.0;245;5.0;QH Granada Centro;Centro de Granada, Granada;100;apartamento;3;8.0;preferente;265;1×;1;1;1;1;35;2;0;1;0;0;1;0
4;339.0;269.0;2;-15.0;QH Hornillo de Cartuja;Beiro, Granada;1200;apartamento;3;9.2;;5;Apartamento de 2 dormitorios;2;1;1;1;60;3;1;1;0;0;1;0
6;349.0;174.0;89;17.0;QH La Casa de los Colores;Barrio de Ronda, Granada;700;apartamento;3;8.9;;28;Apartamento de 3 dormitorios;3;1;3;1;100;4;1;3;0;0;0;0
4;384.0;367.0;1;40.0;QH Plaza San Isidro;Beiro, Granada;1400;apartamento;4;9.1;;11;Apartamento de 2 dormitorios;2;0;0;0;0;2;0;2;0;0;0;0
4;276.0;343.0;2;20.0;QH Plaza de la Trinidad;Centro de Granada, Granada;600;apartamento;4;8.9;;70;Apartamento de 2 dormitorios;2;1;2;1;80;3;2;1;0;0;0;0
4;328.0;341.0;1;-36.0;QH Puerta Real;Barrio de Ronda, Granada;800;apartamento;3;7.5;;25;Apartamento de 2 dormitorios;2;1;1;0;70;3;0;3;0;0;0;0
4;266.0;300.0;4;-35.0;QH Realejo - San Matias;Centro de Granada, Granada;200;apartamento;3;8.0;;27;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
4;313.0;296.0;1;-51.0;QH Realejo - Varela;Centro de Granada, Granada;300;apartamento;3;8.6;;64;Apartamento de 1 dormitorio;1;1;1;1;55;2;0;0;1;0;1;0
4;298.0;314.0;3;10.0;QH Reyes Católicos;Centro de Granada, Granada;50;apartamento;3;8.4;;75;Apartamento de 1 dormitorio;1;1;1;1;50;2;0;1;0;0;1;0
4;292.0;284.0;2;-10.0;QH San Juan de Dios;Centro de Granada, Granada;800;apartamento;4;8.3;;66;Apartamento de 1 dormitorio;1;1;1;1;70;3;2;1;0;0;0;0
4;323.0;259.0;1;-41.0;QH Santa Ana;Albaicín, Granada;400;apartamento;3;8.5;;16;Apartamento de 1 dormitorio;1;1;1;1;55;2;0;1;0;0;1;0
8;656.0;253.0;4;38.0;Que vistas;Zaidín, Granada;2100;apartamento;3;8.6;;15;2×;2;0;2;2;0;8;4;2;0;0;2;0
4;326.0;299.0;11;36.0;Que vistas;Zaidín, Granada;2100;apartamento;3;8.6;;15;Apartamento de 2 dormitorios;2;1;1;1;75;4;2;1;0;0;1;0
2;79.0;147.0;30;-74.0;RECOGIDAS CENTRO LINDA HABITACION CON balcón;Barrio de Ronda, Granada;600;;0;7.0;;7;Habitación Doble con balcón - 1 o 2 camas;0;0;0;0;0;2;0;1;0;0;0;0
4;731.0;281.0;6;326.0;REYES CATÓLICOS I;Centro de Granada, Granada;50;apartamento;3;8.7;;18;Apartamento de 3 dormitorios;3;0;2;1;100;3;1;2;0;0;0;0
4;737.0;269.0;7;320.0;REYES CATÓLICOS II;Centro de Granada, Granada;50;apartamento;4;8.3;;10;Apartamento de 3 dormitorios;3;0;2;1;100;3;1;2;0;0;0;0
4;629.0;257.0;9;236.0;REYES CATÓLICOS III;Centro de Granada, Granada;50;apartamento;4;9.3;;3;Apartamento de 2 dormitorios;2;0;1;1;68;2;0;2;0;0;0;0
8;382.0;238.0;217;-211.0;ROOMS Los MONTES;Centro de Granada, Granada;500;;0;7.0;;440;Habitación Doble - 1 o 2 camas;0;0;0;0;0;2;2;0;0;0;0;0
8;797.0;184.0;203;62.0;ROSE Apartamentos;Centro de Granada, Granada;250;apartamento;3;8.5;preferente;687;2×;2;0;2;2;0;6;4;0;0;0;2;0
2;230.0;182.0;15;0.0;ROSE Apartamentos;Centro de Granada, Granada;250;apartamento;3;8.5;preferente;687;Apartamento Estándar;1;1;1;1;40;2;0;1;0;0;1;0
8;339.0;249.0;125;55.0;ROSE Apartamentos;Centro de Granada, Granada;250;apartamento;3;8.5;preferente;687;Apartamento Superior;1;1;1;1;50;3;2;0;0;0;1;0
8;404.0;221.0;58;58.0;ROSEIA Apartamentos;Centro de Granada, Granada;250;apartamento;3;8.1;preferente;318;1×;1;1;1;1;45;2;0;0;1;0;1;0
8;449.0;198.0;100;31.0;ROSEIA Apartamentos;Centro de Granada, Granada;250;apartamento;3;8.1;preferente;318;Apartamento Superior con balcón;1;1;1;1;50;2;0;0;1;0;1;0
6;369.0;184.0;60;65.0;ROSEIA Apartamentos;Centro de Granada, Granada;250;apartamento;3;8.1;preferente;318;Loft;2;1;1;1;65;3;0;2;0;0;1;0
6;436.0;142.0;37;75.0;ROSEIA Apartamentos;Centro de Granada, Granada;250;apartamento;3;8.1;preferente;318;Apartamento Ático;2;1;1;1;70;4;2;0;1;0;1;0
8;277.0;152.0;172;-134.0;Real de Cartuja Apartments & Suites;Beiro, Granada;1100;apartamento;4;8.5;preferente;903;2×;2;0;2;2;0;8;8;0;0;0;0;0
6;396.0;286.0;25;-77.0;Real de Cartuja Apartments & Suites;Beiro, Granada;1100;apartamento;4;8.5;preferente;903;1×;1;0;1;1;55;1;0;1;0;0;0;0
8;198.0;24.0;65;-54.0;Real de Cartuja Apartments & Suites;Beiro, Granada;1100;apartamento;4;8.5;preferente;903;Apartamento de 2 dormitorios;2;0;1;1;70;4;4;0;0;0;0;0
4;192.0;307.0;6;-68.0;Realejo 1A;Centro de Granada, Granada;250;apartamento;3;6.9;;106;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
4;162.0;290.0;22;-38.0;Realejo 2A;Centro de Granada, Granada;250;apartamento;3;7.1;;115;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
4;175.0;327.0;10;-56.0;Realejo 2B;Centro de Granada, Granada;250;apartamento;3;7.7;;138;Apartamento de 1 dormitorio;1;0;1;1;65;1;0;1;0;0;0;0
6;258.0;148.0;107;-57.0;Realejo ATICO con Terraza;Centro de Granada, Granada;250;apartamento;3;7.2;preferente;125;Apartamento de 2 dormitorios;2;0;0;0;0;3;0;2;0;0;1;0
4;330.0;127.0;1;45.0;Realejo Príncipe;Centro de Granada, Granada;600;apartamento;3;8.6;;66;Apartamento;2;0;1;1;80;4;3;1;0;0;0;0
4;345.0;289.0;4;47.0;Recién reformado céntrico y acogedor en Granada;Barrio de Ronda, Granada;1400;;0;0.0;;0;Apartamento de 3 dormitorios;3;0;0;0;0;3;0;3;0;0;0;0
8;453.0;259.0;50;-160.0;Recogidas Apartment 23;Barrio de Ronda, Granada;600;apartamento;4;8.2;;183;2×;2;0;6;2;0;4;0;2;0;0;0;2
8;283.0;263.0;55;-28.0;Recogidas Apartment 23;Barrio de Ronda, Granada;600;apartamento;4;8.2;;183;Apartamento de 2 dormitorios;2;1;2;1;90;3;0;1;0;0;1;1
8;506.0;214.0;47;-114.0;Recogidas Apartment by A3Rentals;Barrio de Ronda, Granada;600;apartamento;4;8.2;;181;2×;2;0;4;2;0;6;0;2;0;0;2;2
8;481.0;240.0;22;-56.0;Recogidas Apartment by A3Rentals;Barrio de Ronda, Granada;600;apartamento;4;8.2;;181;1×;2;1;3;1;90;2;0;1;0;0;0;1
6;412.0;199.0;70;11.0;Recogidas Deluxe;Barrio de Ronda, Granada;500;apartamento;3;7.6;;37;Apartamento de 3 dormitorios;3;0;0;0;0;4;2;2;0;0;0;0
4;213.0;213.0;87;18.0;Refugio en Granada junto a Estación de Tren;Beiro, Granada;1600;apartamento;4;9.0;;4;Apartamento de 3 dormitorios;3;0;0;0;0;5;5;0;0;0;0;0
2;215.0;341.0;5;-19.0;Refugio junto a la Catedral - Centro Granada;Centro de Granada, Granada;250;apartamento;3;8.0;;30;Apartamento de 1 dormitorio;1;1;1;1;45;2;0;1;0;0;1;0
8;524.0;263.0;250;-149.0;Reino de Granada;Barrio de Ronda, Granada;900;hotel;3;8.3;;784;1×;0;0;0;0;0;2;2;0;0;0;0;0
8;257.0;157.0;319;-427.0;Residencia Santa Bárbara;Centro de Granada, Granada;1000;;0;0.0;;0;Apartamento de 1 dormitorio;1;0;0;0;0;1;0;1;0;0;0;0
6;842.0;182.0;3;178.0;Reyes 59;Centro de Granada, Granada;100;apartamento;4;8.8;preferente;605;1×;1;1;1;1;40;2;0;1;0;0;1;0
8;364.0;189.0;16;24.0;Reyes 59;Centro de Granada, Granada;100;apartamento;4;8.8;preferente;611;Apartamento - 5ª planta;2;1;1;1;61;3;0;1;0;0;2;0
4;184.0;118.0;65;3.0;Reyes 59;Centro de Granada, Granada;100;apartamento;4;8.8;preferente;611;Apartamento adaptado para personas con movilidad reducida - 1ª planta;2;1;1;1;63;3;1;1;0;0;1;0
8;710.0;174.0;195;-33.0;Reyes 59;Centro de Granada, Granada;100;apartamento;4;8.8;preferente;611;1×;2;1;1;1;64;3;1;1;0;0;1;0
8;217.0;294.0;75;-9.0;Reyes Albaicín;Albaicín, Granada;700;apartamento;3;7.2;;106;Apartamento de 1 dormitorio;1;1;1;0;40;2;0;1;0;0;1;0
6;853.0;213.0;88;448.0;Riad Alhambra;Barrio de Ronda, Granada;800;apartamento;4;9.3;preferente;516;1×;2;1;1;1;35;1;0;1;0;0;0;0
8;967.0;170.0;163;370.0;Riad Alhambra;Barrio de Ronda, Granada;800;apartamento;4;9.3;preferente;516;1×;2;1;2;1;45;2;0;2;0;0;0;0
8;979.0;179.0;70;390.0;Riad Alhambra;Barrio de Ronda, Granada;800;apartamento;4;9.3;preferente;516;Apartamento de 2 dormitorios;2;1;1;1;60;2;0;2;0;0;0;0
8;283.0;156.0;62;59.0;Riad Puertas del Albaicín;Albaicín, Granada;350;apartamento;3;7.0;preferente;451;Apartamento Estudio;1;1;1;1;40;2;0;1;0;0;1;0
8;511.0;89.0;30;-22.0;Riad Puertas del Albaicín;Albaicín, Granada;350;apartamento;3;7.0;preferente;449;Apartamento;2;1;1;1;50;2;0;2;0;0;0;0
8;359.0;35.0;329;-119.0;Riad Puertas del Albaicín;Albaicín, Granada;350;apartamento;3;7.0;preferente;451;Apartamento con terraza;2;1;1;1;75;3;0;2;0;0;1;0
8;400.0;13.0;54;-234.0;Riad Puertas del Albaicín;Albaicín, Granada;350;apartamento;3;7.0;preferente;451;Apartamento Dúplex;3;1;1;1;90;5;2;2;0;0;1;0
4;260.0;315.0;1;-59.0;Road Sierra 95 Habitación privada con baño y zona de cocina;Genil, Granada;2300;;0;9.5;;134;Apartamento de 1 dormitorio;1;0;1;1;35;2;0;0;1;0;1;0
2;313.0;312.0;1;-229.0;Romanilla loft;Centro de Granada, Granada;300;apartamento;3;9.2;;5;Apartamento de 1 dormitorio;1;0;0;0;0;1;0;1;0;0;0;0
6;918.0;211.0;4;130.0;Romantic apartment in Granada with shared pool;Granada;36800;apartamento;4;7.0;;1;1×;2;1;1;1;60;2;0;2;0;0;0;0
4;578.0;195.0;3;63.0;Romantic apartment in Granada with shared pool;Granada;36800;apartamento;4;7.0;;1;Apartamento de 2 dormitorios;2;1;1;1;65;2;0;2;0;0;0;0
4;268.0;293.0;4;-36.0;Ronda Suites 193 junto a hospitales y cerca centro;Chana, Granada;2000;apartamento;4;0.0;;0;Apartamento de 1 dormitorio;1;0;0;0;0;3;2;0;0;0;1;0
4;198.0;326.0;35;-8.0;Ronda Suites junto estación tren y hospitales;Chana, Granada;2000;apartamento;4;9.0;;1;Apartamento de 3 dormitorios;3;0;0;0;0;4;2;1;0;0;1;0
8;983.0;210.0;223;344.0;Room Mate Leo;Centro de Granada, Granada;350;hotel;4;8.9;preferente;810;2×;0;0;0;0;0;0;0;0;0;0;0;0
8;733.0;215.0;168;120.0;Rooms Vita;Centro de Granada, Granada;450;apartamento;3;8.7;;815;1×;0;0;0;0;0;1;0;1;0;0;0;0
4;310.0;301.0;15;54.0;Rosalia 5 Estrellas - Garaje Free - 90m2;Barrio de Ronda, Granada;1000;apartamento;4;9.7;;186;Apartamento de 2 dormitorios;2;0;0;0;0;3;0;1;1;0;1;0
